Date,Open,High,Low,Close,Adj Close,Volume
2019-03-22,745.000000,746.349976,732.299988,743.099976,670.923218,8883260
2019-03-25,742.400024,742.400024,730.549988,735.250000,663.835632,7644966
2019-03-26,735.250000,735.250000,719.099976,727.750000,657.064087,9406261
2019-03-27,730.000000,732.299988,727.150024,729.700012,658.824707,7387487
2019-03-28,730.000000,745.000000,730.000000,737.799988,666.138062,9277241
2019-04-01,742.000000,760.000000,742.000000,755.099976,681.757629,6584982
2019-04-02,759.000000,765.799988,754.599976,759.400024,685.640015,7283600
2019-04-03,756.000000,758.500000,746.799988,753.299988,680.132507,6897127
2019-04-04,751.400024,753.799988,745.099976,747.900024,675.257019,7688525
2019-04-05,750.900024,760.950012,748.000000,759.299988,685.549561,6276040
2019-04-08,763.049988,770.000000,755.400024,767.250000,692.727478,4919911
2019-04-09,770.000000,773.000000,758.200012,760.599976,686.723389,6730692
2019-04-10,764.000000,766.700012,751.299988,752.700012,679.590820,7031088
2019-04-11,751.750000,751.750000,740.049988,742.700012,670.562073,8200995
2019-04-12,743.099976,751.549988,740.599976,747.750000,675.121521,7043212
2019-04-15,724.700012,731.349976,712.599976,727.500000,656.838379,31574803
2019-04-16,727.900024,727.900024,714.099976,724.099976,653.768555,12524411
2019-04-18,722.500000,722.500000,712.750000,717.049988,647.403442,13801105
2019-04-22,717.049988,725.750000,715.000000,721.049988,651.014893,6455426
2019-04-23,723.900024,730.000000,718.400024,728.200012,657.470398,5516668
2019-04-24,728.200012,737.900024,724.000000,736.450012,664.919128,8285120
2019-04-25,736.450012,737.650024,727.049988,728.549988,657.786377,8005235
2019-04-26,731.000000,739.799988,729.000000,738.000000,666.318542,6895168
2019-04-30,738.000000,753.799988,738.000000,751.349976,678.371887,9920046
2019-05-02,747.000000,748.400024,729.500000,730.799988,659.817932,6351352
2019-05-03,722.900024,731.000000,718.200012,723.599976,653.317200,6348116
2019-05-06,715.000000,721.799988,710.650024,718.400024,648.622437,8858265
2019-05-07,720.400024,727.900024,718.700012,724.549988,654.174805,5747536
2019-05-08,721.000000,726.000000,716.500000,719.349976,649.480042,6247642
2019-05-09,719.150024,730.299988,715.799988,721.049988,651.014893,7396525
2019-05-10,720.799988,726.000000,715.000000,716.849976,647.222778,8352335
2019-05-13,716.549988,726.450012,712.099976,719.700012,649.796082,6808993
2019-05-14,716.500000,717.750000,703.599976,713.849976,644.514221,10513001
2019-05-15,714.900024,725.200012,712.599976,716.099976,646.545715,6668929
2019-05-16,720.000000,737.000000,719.099976,733.099976,661.894409,6468556
2019-05-17,733.150024,735.799988,720.099976,723.900024,653.588135,8155948
2019-05-20,719.700012,726.400024,706.000000,722.400024,652.233704,11213708
2019-05-21,722.650024,722.650024,707.700012,709.299988,640.406128,8645535
2019-05-22,710.000000,718.250000,707.000000,709.750000,640.812378,5795713
2019-05-23,715.000000,716.700012,697.450012,701.049988,632.957520,7233736
2019-05-24,703.799988,711.750000,700.450012,709.200012,640.315857,7016424
2019-05-27,707.400024,713.799988,705.500000,708.099976,639.322754,10247544
2019-05-28,712.000000,733.450012,709.799988,728.099976,657.380066,23860490
2019-05-29,725.500000,733.650024,723.650024,727.799988,657.109314,10293077
2019-05-30,727.000000,737.250000,722.549988,733.549988,662.300720,15089296
2019-05-31,736.500000,742.950012,733.200012,737.750000,666.092834,8290306
2019-06-03,729.799988,750.900024,729.000000,744.650024,672.322632,7744761
2019-06-04,737.250000,739.450012,733.150024,735.299988,663.880737,11733702
2019-06-06,736.500000,744.650024,733.650024,735.599976,664.151550,7563925
2019-06-07,735.849976,743.950012,735.849976,739.099976,667.311707,3218358
2019-06-10,740.099976,754.099976,740.099976,753.500000,680.313110,4435148
2019-06-11,755.000000,759.000000,750.500000,754.900024,681.577148,5733127
2019-06-12,756.950012,756.950012,745.000000,753.799988,680.583923,8738342
2019-06-13,740.000000,747.200012,740.000000,742.650024,679.988770,4808577
2019-06-14,743.849976,745.500000,738.250000,740.450012,677.974426,5556353
2019-06-17,743.000000,744.500000,737.799988,740.549988,678.065979,3085588
2019-06-18,740.200012,752.450012,740.200012,750.150024,686.855957,6202838
2019-06-19,752.500000,755.400024,748.599976,751.900024,688.458313,4596253
2019-06-20,737.799988,756.900024,735.900024,754.900024,691.205200,7148684
2019-06-21,755.000000,755.000000,747.150024,750.200012,686.901733,13200318
2019-06-24,751.900024,751.900024,742.650024,745.500000,682.598267,4758178
2019-06-25,744.000000,750.900024,737.299988,748.099976,684.978943,3677911
2019-06-26,743.000000,751.450012,738.000000,739.200012,676.829895,5447130
2019-06-27,742.000000,744.700012,728.150024,730.549988,668.909668,11122346
2019-06-28,735.500000,739.500000,728.500000,732.000000,670.237305,5919494
2019-07-01,735.000000,737.500000,729.849976,731.299988,669.596436,3224968
2019-07-02,734.000000,741.650024,730.099976,740.000000,677.562317,4837606
2019-07-03,741.000000,743.200012,730.000000,731.299988,669.596436,5958379
2019-07-04,729.000000,736.400024,728.599976,733.799988,671.885376,3274064
2019-07-05,735.000000,736.400024,713.500000,718.000000,657.418701,4926289
2019-07-08,716.450012,724.950012,712.299988,717.599976,657.052368,7177092
2019-07-09,718.000000,719.849976,709.049988,715.500000,655.129517,5022638
2019-07-10,709.000000,722.700012,706.500000,717.250000,656.731873,7573816
2019-07-11,719.450012,723.500000,709.599976,721.500000,660.623352,6252688
2019-07-12,722.500000,730.599976,719.599976,726.750000,665.430298,7874441
2019-07-15,763.000000,781.650024,754.200012,779.349976,713.592102,31064152
2019-07-16,777.000000,787.799988,776.000000,784.849976,718.628113,9924322
2019-07-17,783.900024,795.000000,776.750000,794.150024,727.143433,6754348
2019-07-18,789.049988,798.500000,786.200012,792.700012,725.815796,6534471
2019-07-19,788.700012,794.500000,781.250000,785.400024,719.131775,6812754
2019-07-22,785.950012,792.000000,782.049988,784.400024,718.216125,7107151
2019-07-23,787.000000,804.000000,785.549988,790.049988,723.389343,10782564
2019-07-24,788.000000,793.750000,783.599976,786.299988,719.955811,5745146
2019-07-25,788.250000,800.200012,787.650024,794.500000,727.463867,9773568
2019-07-26,792.299988,795.000000,782.200012,787.000000,720.596741,4941763
2019-07-29,789.500000,796.950012,786.200012,791.450012,724.671326,6244316
2019-07-30,791.900024,797.799988,788.549988,792.700012,725.815796,8673253
2019-07-31,790.849976,799.799988,781.599976,793.650024,726.685669,7350584
2019-08-01,786.450012,788.400024,764.400024,768.849976,703.978027,10066407
2019-08-02,765.049988,779.900024,762.250000,775.599976,710.158569,10838336
2019-08-05,772.599976,785.900024,768.650024,776.700012,711.165833,9976238
2019-08-06,778.799988,783.700012,769.799988,774.450012,709.105652,9331718
2019-08-07,778.900024,783.450012,772.349976,776.099976,710.616394,5130457
2019-08-08,782.700012,792.750000,781.250000,788.750000,722.199036,8009009
2019-08-09,792.000000,796.750000,784.799988,789.849976,723.206238,4362520
2019-08-13,784.150024,786.000000,760.150024,764.750000,700.224060,7517099
2019-08-14,775.099976,778.250000,768.000000,774.799988,709.426025,5940968
2019-08-16,780.000000,780.049988,762.500000,774.549988,709.197205,5128088
2019-08-19,775.599976,783.000000,773.349976,777.650024,712.035583,3881451
2019-08-20,785.200012,798.000000,783.849976,792.750000,725.861572,8435344
2019-08-21,793.000000,803.750000,793.000000,799.450012,731.996216,5926896
2019-08-22,799.900024,801.299988,792.349976,795.700012,728.562744,5222488
2019-08-23,796.450012,809.950012,795.799988,802.200012,734.514221,6895015
2019-08-26,795.900024,806.799988,786.900024,802.549988,734.834656,5412074
2019-08-27,791.000000,794.950012,781.099976,784.650024,718.445007,16061642
2019-08-28,787.400024,805.000000,786.299988,802.500000,734.788940,5881134
2019-08-29,795.500000,809.700012,795.500000,806.950012,738.863403,7830413
2019-08-30,810.000000,817.349976,802.000000,814.900024,746.142639,8174186
2019-09-03,815.000000,822.400024,812.049988,814.250000,745.547424,5647088
2019-09-04,810.750000,822.450012,810.250000,821.299988,752.002686,6199015
2019-09-05,830.099976,837.500000,826.650024,834.049988,763.676819,7926895
2019-09-06,843.299988,847.000000,835.049988,840.150024,769.262207,6106841
2019-09-09,836.799988,840.299988,827.549988,829.099976,759.144470,4377870
2019-09-11,822.299988,828.549988,814.150024,820.099976,750.903931,7981036
2019-09-12,816.400024,819.849976,810.849976,816.400024,747.516174,4400017
2019-09-13,818.099976,831.049988,817.500000,829.299988,759.327637,4832021
2019-09-16,832.049988,837.950012,820.549988,827.700012,757.862610,4846496
2019-09-17,831.500000,835.000000,820.549988,831.250000,761.112976,5540901
2019-09-18,829.900024,832.950012,824.000000,829.849976,759.831299,3199389
2019-09-19,824.849976,827.000000,815.200012,820.700012,751.453247,6601607
2019-09-20,822.900024,835.000000,802.000000,805.000000,737.077942,22462366
2019-09-23,806.900024,806.900024,741.900024,764.349976,699.857727,17279260
2019-09-24,765.000000,798.650024,765.000000,794.049988,727.051880,13717998
2019-09-25,787.700012,801.000000,781.650024,792.650024,725.770020,9313576
2019-09-26,787.750000,797.000000,778.099976,782.549988,716.522095,18442824
2019-09-27,787.049988,794.250000,780.099976,782.200012,716.201782,5087642
2019-09-30,785.099976,808.000000,784.150024,805.650024,737.673218,8178091
2019-10-01,807.000000,807.549988,791.549988,793.549988,726.594116,5881438
2019-10-03,792.549988,797.849976,784.150024,785.599976,719.314758,5497672
2019-10-04,790.000000,797.599976,787.049988,793.450012,726.502563,8201713
2019-10-07,794.849976,802.000000,786.099976,789.549988,722.931519,3679845
2019-10-09,795.450012,795.900024,778.799988,783.650024,717.529419,6335025
2019-10-10,785.400024,794.700012,776.599976,783.049988,716.980042,10402917
2019-10-11,781.500000,823.799988,776.599976,814.799988,746.051086,20636344
2019-10-14,786.750000,797.000000,780.000000,786.099976,719.772644,15150858
2019-10-15,773.099976,775.950012,765.000000,768.299988,703.474548,13762133
2019-10-16,765.250000,775.950012,761.549988,771.450012,706.358765,10767032
2019-10-17,767.000000,770.549988,765.099976,769.500000,704.573242,9860495
2019-10-18,763.799988,773.799988,760.000000,767.849976,703.062439,10037200
2019-10-22,691.099976,691.099976,638.349976,643.549988,595.454163,90152532
2019-10-23,630.000000,656.650024,615.099976,650.599976,609.554749,60516887
2019-10-24,650.000000,653.200012,632.000000,635.349976,595.266724,25666433
2019-10-25,647.000000,652.500000,636.000000,637.450012,597.234314,16549337
2019-10-27,651.099976,652.500000,645.549988,648.849976,607.915100,2945281
2019-10-29,651.000000,653.750000,647.000000,650.650024,609.601563,16709764
2019-10-30,660.400024,671.400024,656.200012,660.599976,618.923767,22879467
2019-10-31,668.400024,695.450012,666.099976,685.599976,642.346619,27405901
2019-11-01,690.000000,694.000000,682.599976,687.900024,644.501587,9713519
2019-11-04,681.799988,732.500000,678.150024,709.000000,664.270386,29381982
2019-11-05,708.750000,708.750000,691.500000,696.099976,652.184143,12897805
2019-11-06,695.799988,721.500000,692.000000,712.299988,667.362122,21372589
2019-11-07,717.000000,724.349976,712.099976,720.099976,674.670044,13733737
2019-11-08,722.000000,724.250000,705.500000,708.150024,663.473938,8585630
2019-11-11,698.900024,707.200012,698.000000,704.400024,659.960632,6951494
2019-11-13,696.500000,700.000000,687.750000,691.349976,647.733765,9973690
2019-11-14,696.349976,709.799988,696.349976,705.299988,660.803772,10539902
2019-11-15,709.049988,712.950012,702.299988,703.900024,659.492126,7362623
2019-11-18,705.000000,710.000000,699.299988,705.200012,660.710083,7490916
2019-11-19,709.900024,714.000000,705.000000,712.849976,667.877441,6495885
2019-11-20,712.799988,715.000000,705.000000,713.000000,668.018005,6142171
2019-11-21,715.500000,721.450012,710.500000,713.250000,668.252258,9692973
2019-11-22,711.750000,712.000000,685.099976,693.200012,649.467224,14415826
2019-11-25,693.349976,705.150024,693.200012,698.099976,654.057983,7334511
2019-11-26,705.000000,707.250000,686.000000,690.599976,647.031067,27253106
2019-11-27,694.250000,697.650024,690.099976,695.750000,651.856201,3861635
2019-11-28,699.099976,703.349976,694.049988,701.849976,657.571472,4837683
2019-11-29,700.900024,702.299988,691.549988,696.349976,652.418457,4262379
2019-12-02,703.099976,704.000000,690.299988,692.700012,648.998779,9383736
2019-12-03,692.700012,699.700012,688.549988,698.349976,654.292297,5239013
2019-12-04,697.000000,710.500000,693.349976,708.849976,664.129761,7427886
2019-12-05,706.450012,715.900024,703.799988,714.849976,669.751282,4814422
2019-12-06,715.950012,720.000000,709.599976,715.099976,669.985474,5226096
2019-12-09,716.000000,722.349976,714.250000,717.250000,671.999878,6435865
2019-12-10,713.000000,718.500000,710.000000,714.549988,669.470215,4457939
2019-12-11,716.599976,722.700012,713.000000,721.049988,675.560120,6043554
2019-12-12,718.500000,720.700012,699.549988,702.099976,657.805603,11112042
2019-12-13,700.349976,712.900024,700.349976,711.299988,666.425232,10302412
2019-12-16,712.299988,720.200012,710.200012,714.000000,668.954895,5616324
2019-12-17,719.700012,731.250000,715.000000,729.700012,683.664429,10525565
2019-12-18,731.000000,737.299988,722.750000,732.450012,686.240906,12215295
2019-12-19,733.500000,735.950012,724.599976,730.849976,684.741821,7199210
2019-12-20,731.000000,735.000000,728.250000,731.549988,685.397644,7794167
2019-12-23,732.150024,737.299988,731.650024,736.000000,689.566956,4975608
2019-12-24,736.950012,736.950012,728.299988,733.400024,687.131042,2890759
2019-12-26,732.000000,734.549988,726.549988,728.950012,682.961731,3821806
2019-12-27,729.750000,737.500000,728.849976,736.950012,690.457092,3399094
2019-12-30,736.099976,737.950012,727.250000,732.900024,686.662537,5368416
2019-12-31,729.700012,737.750000,725.450012,731.150024,685.022949,6927885
2020-01-01,735.000000,740.000000,732.549988,736.849976,690.363342,2112415
2020-01-02,738.900024,740.799988,730.900024,734.700012,688.348938,5658200
2020-01-03,733.900024,748.000000,733.900024,746.000000,698.936096,7882938
2020-01-06,746.099976,753.799988,736.500000,738.849976,692.237183,6519403
2020-01-07,738.000000,742.599976,725.099976,727.900024,681.978027,7899363
2020-01-08,724.950012,729.000000,708.299988,718.200012,672.889954,8639443
2020-01-09,721.700012,731.500000,714.299988,727.549988,681.650085,13521186
2020-01-10,740.450012,742.900024,730.500000,738.150024,691.581299,9341405
2020-01-13,760.000000,777.500000,755.000000,773.549988,724.748047,36952038
2020-01-14,769.950012,776.950012,767.200012,775.650024,726.715515,11414418
2020-01-15,773.849976,773.849976,762.150024,767.549988,719.126465,6047430
2020-01-16,770.700012,772.500000,760.250000,767.000000,718.611206,5740586
2020-01-17,770.700012,772.900024,762.250000,767.849976,719.407532,3762957
2020-01-20,771.599976,774.400024,762.950012,768.450012,719.969727,3887680
2020-01-21,768.450012,770.500000,760.750000,762.500000,714.395142,4448374
2020-01-22,768.450012,778.000000,766.000000,770.200012,721.609375,9733935
2020-01-23,777.099976,785.500000,776.700012,784.349976,734.866577,12528017
2020-01-24,775.750000,786.500000,773.599976,782.750000,733.367615,7540490
2020-01-27,779.049988,784.799988,774.400024,778.099976,729.010925,3741610
2020-01-28,781.000000,781.799988,772.000000,778.000000,728.917236,5121009
2020-01-29,786.599976,792.799988,784.250000,789.700012,739.879150,6832757
2020-01-30,789.700012,789.700012,778.000000,780.700012,731.446960,3859680
2020-01-31,780.549988,784.950012,771.599976,775.950012,726.996582,6092028
2020-02-03,782.000000,790.950012,764.500000,767.400024,718.985962,6416745
2020-02-04,770.099976,789.900024,770.099976,787.849976,738.145752,5771311
2020-02-05,781.000000,786.000000,774.400024,784.549988,735.054016,6310409
2020-02-06,784.349976,786.799988,770.000000,771.349976,722.686707,7341622
2020-02-07,775.950012,778.849976,771.000000,777.299988,728.261353,2853344
2020-02-10,774.000000,778.000000,769.750000,773.200012,724.420044,3827682
2020-02-11,779.000000,779.099976,769.200012,773.549988,724.748047,4312817
2020-02-12,775.799988,783.250000,775.099976,781.049988,731.774841,2948825
2020-02-13,785.000000,794.000000,782.200012,792.250000,742.268311,4387430
2020-02-14,794.500000,799.200012,784.599976,786.450012,736.834229,5321680
2020-02-17,790.299988,793.450012,783.299988,789.450012,739.644958,2929629
2020-02-18,785.000000,799.049988,783.650024,797.650024,747.327576,5083346
2020-02-19,800.000000,804.849976,796.150024,800.450012,749.950928,3985192
2020-02-20,803.250000,806.099976,793.849976,797.000000,746.718506,4564569
2020-02-24,800.099976,811.599976,792.150024,795.849976,745.641113,6627536
2020-02-25,799.000000,806.000000,795.400024,798.400024,748.030273,6996695
2020-02-26,793.950012,801.450012,780.500000,782.750000,733.367615,8760569
2020-02-27,778.000000,780.750000,772.200012,777.849976,728.776733,5223386
2020-02-28,750.000000,756.799988,722.049988,731.700012,685.538330,14123957
2020-03-02,737.000000,765.900024,733.750000,741.049988,694.298340,9821523
2020-03-03,755.000000,759.000000,741.250000,747.000000,699.872986,7826587
2020-03-04,753.900024,761.500000,745.549988,758.750000,710.881714,11013444
2020-03-05,763.750000,773.549988,751.750000,754.599976,706.993530,7755293
2020-03-06,741.000000,744.000000,729.099976,738.950012,692.330811,9216022
2020-03-09,724.500000,725.849976,697.000000,704.450012,660.007385,10308654
2020-03-11,690.650024,695.950012,669.049988,686.000000,642.721375,16165009
2020-03-12,668.000000,670.000000,627.500000,631.200012,591.378601,13965574
2020-03-13,592.000000,667.000000,570.000000,642.349976,601.825134,16903113
2020-03-16,622.000000,622.150024,580.000000,583.150024,546.360046,19140152
2020-03-17,588.099976,592.000000,550.000000,554.950012,519.939087,16059887
2020-03-18,568.000000,578.000000,528.000000,534.299988,500.591919,15390183
2020-03-19,509.250000,558.000000,509.250000,545.549988,511.132141,16583991
2020-03-20,549.500000,617.450012,548.000000,585.200012,548.280701,21354894
2020-03-23,540.000000,560.950012,515.900024,526.450012,493.237122,17146150
2020-03-24,522.000000,601.150024,522.000000,589.799988,552.590454,20027097
2020-03-25,597.000000,635.000000,565.700012,606.200012,567.955811,18339548
2020-03-26,615.000000,650.849976,612.099976,643.000000,602.434204,14843813
2020-03-27,665.049988,674.900024,642.250000,652.700012,611.522278,13495283
2020-03-30,625.099976,663.500000,621.099976,626.700012,587.162537,14624804
2020-03-31,650.000000,662.000000,633.700012,641.500000,601.028870,15175521
2020-04-01,634.349976,637.500000,594.000000,602.799988,564.770386,13083824
2020-04-03,603.500000,606.000000,582.150024,585.700012,548.749207,10221655
2020-04-07,615.000000,644.250000,612.900024,639.000000,598.686523,15145605
2020-04-08,630.000000,655.650024,626.349976,631.599976,591.753418,11806896
2020-04-09,646.799988,652.799988,632.099976,636.250000,596.110046,11931114
2020-04-13,629.000000,651.700012,626.049988,637.400024,597.187561,8330276
2020-04-15,651.400024,653.299988,635.599976,639.049988,598.733398,11963447
2020-04-16,619.950012,634.900024,603.500000,623.849976,584.492249,17783287
2020-04-17,644.000000,646.000000,626.000000,628.750000,589.083130,8878320
2020-04-20,640.000000,661.000000,639.000000,653.299988,612.084412,13322913
2020-04-21,627.799988,646.500000,627.799988,633.200012,593.252441,11660575
2020-04-22,633.200012,645.000000,628.049988,641.849976,601.356689,8266728
2020-04-23,647.049988,683.650024,638.099976,679.299988,636.444031,14451289
2020-04-24,668.549988,675.000000,654.799988,658.000000,616.487854,7319940
2020-04-27,661.049988,681.000000,661.049988,664.599976,622.671509,7183306
2020-04-28,673.000000,677.000000,653.049988,660.700012,619.017517,7296571
2020-04-29,666.000000,682.000000,658.000000,676.549988,633.867615,8639056
2020-04-30,700.000000,720.000000,698.099976,715.500000,670.360352,16253821
2020-05-04,689.799988,701.200012,670.349976,673.700012,631.197388,9122740
2020-05-05,681.750000,685.599976,670.000000,673.700012,631.197388,6393053
2020-05-06,676.900024,681.450012,664.049988,665.900024,623.889465,7934250
2020-05-07,665.549988,674.349976,662.450012,664.950012,622.999390,4779548
2020-05-08,672.250000,680.900024,668.500000,674.200012,631.665833,8400321
2020-05-11,682.500000,698.549988,678.000000,682.900024,639.817017,7370186
2020-05-12,678.500000,691.000000,675.500000,687.650024,644.267395,7356039
2020-05-13,694.799988,699.900024,683.750000,694.150024,650.357239,8287101
2020-05-14,659.000000,671.750000,652.599976,658.150024,616.628418,16888262
2020-05-15,664.799988,664.799988,646.700012,652.299988,611.147522,9255353
2020-05-18,659.849976,670.549988,653.000000,663.900024,622.015686,10435442
2020-05-19,664.000000,674.799988,655.000000,668.599976,626.419067,5902208
2020-05-20,668.500000,673.000000,659.650024,669.549988,627.309143,5794636
2020-05-21,666.500000,679.450012,665.400024,672.200012,629.791992,7213225
2020-05-22,675.000000,695.849976,673.500000,692.349976,648.670715,11867731
2020-05-26,693.000000,699.450012,679.000000,680.549988,637.615173,7099606
2020-05-27,686.049988,709.200012,675.000000,705.450012,660.944336,8774636
2020-05-28,707.000000,710.000000,690.000000,707.400024,662.771301,9440091
2020-05-29,692.500000,700.799988,674.950012,691.000000,656.218628,28290128
2020-06-01,698.750000,706.650024,691.500000,699.549988,664.338196,12276438
2020-06-02,700.500000,711.650024,697.549988,708.099976,672.457825,7059304
2020-06-03,710.700012,711.900024,696.000000,701.549988,666.237549,11378568
2020-06-04,702.000000,709.450012,697.500000,707.750000,672.125488,10782424
2020-06-05,707.000000,711.700012,700.599976,703.549988,668.136902,7718679
2020-06-08,707.650024,725.799988,704.000000,720.849976,684.566101,10719105
2020-06-09,720.000000,729.599976,715.049988,717.599976,681.479675,10078029
2020-06-10,715.000000,719.450012,709.200012,715.849976,679.817749,7263049
2020-06-11,712.000000,713.400024,700.250000,703.950012,668.516724,8825715
2020-06-12,675.799988,695.150024,675.500000,692.049988,657.215759,9795316
2020-06-15,693.000000,704.400024,685.250000,687.549988,652.942261,7857344
2020-06-16,702.000000,712.000000,699.150024,701.200012,665.905273,10131760
2020-06-17,699.900024,710.299988,698.000000,703.650024,668.231873,7291916
2020-06-18,708.200012,716.599976,706.000000,713.900024,677.965881,6670195
2020-06-19,709.000000,711.900024,701.000000,705.549988,670.036255,22438862
2020-06-22,707.099976,708.700012,700.000000,703.700012,668.279358,7804096
2020-06-23,695.700012,724.500000,692.099976,720.650024,684.376282,12157390
2020-06-24,716.900024,726.799988,709.400024,714.150024,678.203430,10220838
2020-06-25,704.849976,705.599976,693.500000,700.500000,665.240417,14945284
2020-06-26,710.200012,751.599976,710.000000,748.200012,710.539490,26030458
2020-06-29,735.400024,744.700012,730.099976,731.750000,694.917419,8954428
2020-06-30,732.799988,738.950012,724.250000,735.950012,698.906067,10411290
2020-07-01,737.250000,742.299988,729.750000,731.900024,695.059937,5477468
2020-07-02,737.349976,765.450012,735.400024,756.599976,718.516602,17263756
2020-07-03,755.000000,764.000000,752.500000,762.700012,724.309631,7796572
2020-07-06,765.200012,775.000000,761.500000,764.000000,725.544128,8810958
2020-07-07,769.400024,796.950012,765.549988,794.150024,754.176697,19362533
2020-07-08,784.900024,784.900024,772.200012,774.700012,735.705688,8476642
2020-07-09,780.000000,790.000000,775.000000,781.700012,742.353210,6854166
2020-07-10,773.500000,789.900024,773.500000,781.849976,742.495667,5206452
2020-07-13,788.000000,805.349976,786.049988,797.049988,756.930603,10804688
2020-07-14,792.950012,806.400024,781.349976,783.250000,743.825256,8961822
2020-07-15,799.000000,848.450012,794.799988,830.950012,789.124268,30060599
2020-07-16,900.099976,955.500000,894.250000,911.000000,865.144897,90432109
2020-07-17,911.000000,919.900024,892.150024,903.150024,857.690063,31682878
2020-07-20,908.500000,945.000000,906.750000,934.299988,887.272156,18421053
2020-07-21,945.000000,949.700012,929.200012,936.750000,889.598755,12877784
2020-07-22,938.950012,939.000000,910.000000,917.900024,871.697571,14354201
2020-07-23,915.650024,915.799988,900.650024,907.950012,862.248474,13051307
2020-07-24,903.250000,925.750000,903.250000,922.849976,876.398438,18209580
2020-07-27,921.549988,952.799988,918.650024,948.450012,900.709900,16827870
2020-07-28,946.000000,967.549988,941.200012,962.849976,914.385010,15818463
2020-07-29,953.250000,960.000000,943.599976,954.150024,906.123047,11152710
2020-07-30,962.000000,972.650024,958.750000,961.450012,913.055542,12492320
2020-07-31,969.250000,986.450012,953.299988,966.000000,917.376526,12704346
2020-08-03,960.000000,965.400024,947.450012,956.900024,908.734619,8479792
2020-08-04,960.450012,970.700012,940.549988,949.849976,902.039429,11133170
2020-08-05,952.000000,960.950012,938.299988,944.700012,897.148743,9614176
2020-08-06,953.500000,974.400024,942.500000,970.849976,921.982361,10976491
2020-08-07,969.450012,969.450012,949.000000,950.900024,903.036560,8010948
2020-08-10,948.900024,956.799988,945.299988,951.349976,903.463806,5716319
2020-08-11,949.900024,962.000000,946.099976,948.450012,900.709900,6802442
2020-08-12,948.000000,958.799988,942.200012,954.950012,906.882690,6908726
2020-08-13,954.799988,968.500000,948.250000,951.200012,903.321533,5097703
2020-08-14,955.849976,963.000000,952.049988,953.599976,905.600647,4663873
2020-08-17,954.099976,972.450012,954.099976,957.500000,909.304382,9008210
2020-08-18,963.900024,969.200012,958.700012,967.549988,918.848572,6141761
2020-08-19,970.900024,971.549988,957.450012,959.299988,911.013794,6622744
2020-08-20,958.900024,965.500000,951.299988,955.150024,907.072754,5656501
2020-08-21,963.049988,963.450012,946.549988,948.799988,901.042236,6513773
2020-08-24,947.000000,952.000000,939.200012,947.400024,899.712708,5798574
2020-08-25,947.500000,948.650024,933.599976,938.099976,890.880859,6233918
2020-08-26,941.250000,954.250000,938.400024,950.799988,902.941650,5153601
2020-08-27,960.000000,960.950012,945.200012,947.049988,899.380310,6154280
2020-08-28,951.450012,952.500000,933.049988,935.250000,888.174255,7593610
2020-08-31,935.250000,950.500000,914.599976,928.599976,881.859070,12808355
2020-09-01,926.250000,935.000000,912.099976,914.150024,868.136353,6907773
2020-09-02,915.000000,926.400024,913.500000,924.000000,877.490540,5678118
2020-09-03,926.500000,949.400024,924.000000,935.549988,888.459229,8827948
2020-09-04,915.000000,929.500000,914.450012,919.150024,872.884766,8650342
2020-09-07,918.900024,927.549988,913.049988,925.049988,878.487732,6700385
2020-09-08,929.950012,952.000000,925.549988,939.299988,892.020386,12891964
2020-09-09,935.000000,946.000000,926.000000,927.750000,881.051819,5528947
2020-09-10,935.299988,942.000000,924.799988,940.049988,892.732727,5171884
2020-09-11,934.900024,954.150024,931.000000,945.700012,898.098328,6671903
2020-09-14,957.000000,991.049988,948.299988,978.400024,929.152405,21871587
2020-09-15,979.500000,994.000000,971.650024,982.450012,932.998535,11608203
2020-09-16,986.000000,1005.650024,982.000000,1001.750000,951.327026,10059251
2020-09-17,995.000000,1021.000000,995.000000,1011.000000,960.111511,15628241
2020-09-18,1011.000000,1018.799988,999.099976,1002.150024,951.706909,12897633
2020-09-21,1001.000000,1031.000000,1000.500000,1009.900024,959.066772,14140637
2020-09-22,1009.000000,1022.500000,991.200012,1007.500000,956.787659,12625762
2020-09-23,1020.150024,1037.000000,1008.099976,1019.750000,968.421021,13486204
2020-09-24,1003.000000,1009.000000,970.000000,975.400024,926.303406,14427432
2020-09-25,975.799988,1014.900024,975.000000,1011.450012,960.538879,13311078
2020-09-28,1014.799988,1016.150024,998.500000,1010.400024,959.541687,8554526
2020-09-29,1018.000000,1028.000000,1004.099976,1009.000000,958.212097,8708463
2020-09-30,1009.000000,1023.950012,1005.000000,1008.250000,957.499878,8048817
2020-10-01,1020.599976,1026.500000,1011.750000,1017.650024,966.426819,5563358
2020-10-05,1018.049988,1054.900024,1018.049988,1048.699951,995.913818,14212509
2020-10-06,1055.000000,1060.000000,1031.349976,1055.750000,1002.608948,9090819
2020-10-07,1044.900024,1072.000000,1035.500000,1066.550049,1012.865479,9284008
2020-10-08,1090.000000,1124.000000,1088.400024,1093.699951,1038.648682,21482613
2020-10-09,1095.099976,1113.300049,1088.449951,1106.800049,1051.089355,10567867
2020-10-12,1123.000000,1140.000000,1112.099976,1132.099976,1075.115845,14633537
2020-10-13,1135.550049,1166.050049,1135.550049,1157.800049,1099.522339,17523825
2020-10-14,1162.000000,1164.900024,1131.099976,1137.000000,1079.769165,16649573
